SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,U,Pb,Zr,Sc,V,Ni,Cr,A,La/Y,Nb/Y,Ba/Sc,Nb/Yb,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V,Predicted_Crustal_Thickness,Age,Age error,Lat,Lon
55.6209,1.0524,17.78,7.11,7.64,4.03,0.09,2.5,3.686,0.3947,30.5,61,7.8,33.2,6.3,1.711955229,5.2,0.742660901,4.070825282,0.81,2.208703505,0.312683882,2,0.31,739.7137259,21.25490572,71.08228764,745.6503721,4.2,8.7,0.51987085,5.180845208,0.79,13.7825876,175,18.32677908,158.8331259,27,51,6.186,1.434962846,0.409317271,40.68638405,4.35,34.80202338,10.35970464,30.5,8.233393378,4.841269841,2.035412641,3.15,27.77777778,0.09609432,16.6,0.073809524,2.869925692,1.561992344,2.590422604,2.6,4.69455202,68.73333333,0.243748209,1.473253968,2.782813051,0.169989729,0.32109171,39.48189261,149,23,42.5,122.05
57.4993,0.9834,16.4,5.28,4.9841,4.3619,0.05,2.88,5.06,0.4385,46.93973881,83.69930285,9.498633182,37.2,6.132755547,1.71947507,3.99,0.55,2.639600262,0.445853687,1.2,0.17101123,1.1,0.16,1499,13,59,1707.411962,4.7,11.8,0.746649453,6.160105637,0.87,17.43816891,204,38.07279828,78,94,201.821081,7.94,3.610749139,0.907692308,44.84598031,10.72727273,115.3076923,28.98848465,76.09027532,15.69230769,7.653939318,2.399636602,5.575232315,33.26400318,0.039359573,33.81818182,0.034042553,6.438407912,2.861538462,5.600096034,3.627272727,21.88989695,158.8,0.47385428,2.468954326,5.300925861,1.205128205,2.587449756,45.10962655,149,23,42.5,122.05
59.2833,1.0476,17.1946,5.54,6.38,3.2632,0.12,2.5893,3.8376,0.3619,36.95,77.22,9.160206683,35.96250221,6.57,1.67,5.295083505,0.741605019,4.13,0.78,2.245421553,0.339221973,2.27,0.345142757,555.7316394,22.32669251,70.23300202,684.0337479,5.26,12.29973858,0.75899031,7.272139727,1.48,13.14,221,12,114.7307831,17.09275204,12,6.4269,1.654969718,0.550898373,57.00281233,5.41838704,24.89090756,11.05773342,34.01762115,9.8984657,5.624048706,1.81938326,2.894273128,33.63774734,0.126379348,15.84251199,0.065616494,3.458640368,1.610740247,3.203585783,2.332635905,5.962076867,53.5575,0.325715048,1.424396003,1,0.148981394,0.104592679,34.42521792,117,0,42.9,129.5
60.97,1.05,16.6111,6.0121,5.24,2.67,0.14,2.98,3.9749,0.38,34.42606518,68.91,8.96,35.55679455,6.94,1.696846027,5.26,0.718492729,3.72529979,0.7,2.008127113,0.3,1.837915617,0.28317595,705.856303,20.05650741,72.6,609,6.4,12.17940504,0.713015387,6.668098718,1.58,19.84,251,13,129.0225852,45,86,6.9549,1.716453642,0.607254533,46.84615385,6.626748762,35.19338081,12.72445964,37.49356029,12.5146415,4.960528124,2.026915575,3.776016666,36.16714697,0.102853796,19.34626063,0.044246242,3.435792613,1.772830824,3.628076641,2.861937703,4.720103841,49.67785714,0.332465597,3.461538462,6.615384615,0.348776146,0.666549968,38.66982801,118,0,42.9,129.5
53.1379,1.15,17.81,8.5005,10.38,6.1245,0.13,0.62,3.18,0.2375,18.68,24.92887892,3.473237241,15.46525076,3.881850306,1.452503371,3.889407943,0.626698461,3.696681895,0.731387457,2.031360333,0.290811796,1.85,0.272467547,543,19.7,23.93859294,271.0988873,3.300590288,5.7,0.36,3.33,0.91263496,7.545276646,132,27,195.0430054,45,99,3.8,0.94822335,0.289340102,10.04069953,3.081081081,27.56345178,6.859345421,13.47506969,6.700507614,4.812138163,1.99820643,2.098297463,34.00440244,0.044085807,8.359595005,0.082551157,1.265425326,0.78503811,1.8,2.102382672,1.389944165,29.23076923,0.169035533,1.666666667,3.666666667,0.230718348,0.507580366,37.04139783,106,0,42.9,129.5
64.69,0.6404,17.2389,4.1265,4.48,1.43,0.068,2.4748,4.16,0.2,26.50106143,53.99740184,6.25,22.95,4.13488329,1.172643827,3.39,0.469468374,2.562207215,0.5,1.35,0.192021789,1.3,0.196136248,483,13.80735802,68.4,626.334329,4.22,5.9,0.4,4.75,1.259577439,12.86,193,7.780576874,60.46309989,13,33.92703669,6.6348,1.919343396,0.427308395,80.49972889,4.538461538,34.9813483,13.84833135,41.53646295,13.97805429,6.409143758,1.970928627,3.180679454,46.67604536,0.141614907,17.65384615,0.046477784,3.910770023,1.662157233,3.653846154,2.607692308,10.35895166,97.57058824,0.344019471,1.670827268,4.360478309,0.21500717,0.561119704,41.2768163,108,0,42.9,129.5
65.36,0.6028,17.1555,3.98,4.57,1.4,0.0712,2.75,3.83,0.1968,25.84047985,51.86,6.022573158,22.66779525,3.9,1.119096763,3.15,0.44,2.34,0.47120314,1.331415646,0.198965212,1.27,0.21,508,13.75858291,73.15763752,681.7486385,4.62,6.2,0.43,5.04,1.22,15.65,182.7054359,9,64.44804563,9.020641707,25.9794538,6.58,1.878135272,0.450627804,75.74984872,4.881889764,36.92240715,13.82211122,40.83464567,13.27937892,6.625764064,1.842519685,3.070866142,46.84754767,0.144011097,17.84865768,0.045454545,3.769283533,1.647538515,3.968503937,2.480314961,10.57826707,92.41573034,0.366316795,1.002293523,2.886605978,0.139967653,0.40310693,39.87466955,106,0,42.9,129.5
57.6318,0.9,15.9083,6.03,5.9446,5.522,0.13,2.3048,3.8,0.2757,22.32,48.38968303,5.75,23.61387521,4.503258274,1.316451017,3.94,0.57,3.32,0.61,1.77,0.25,1.645559876,0.26,584,17.48099692,54.79073325,680.0136893,4.28,7.81503918,0.47,2.93,0.76,11.33,184,14,142.2227859,114,173,6.1048,1.276815052,0.447059125,48.57240638,4.749167316,33.40770567,9.214208408,29.40621228,10.52571549,4.956411256,2.017550408,2.736611618,40.85930426,0.093819749,14.35005529,0.060747664,2.768130631,1.350831152,1.780549005,2.39432187,4.781327303,46.96,0.167610578,8.142857143,12.35714286,0.801559323,1.216401429,38.30260766,117,0,42.9,129.5
56.63,1.4919,17.73,6.9,6.82,4.3684,0.11,1.96,4.2144,0.68,44.06128255,88.88,10.79,41.86261376,7.42,2.143557485,6.207863652,0.913560216,4.91,0.962476025,2.58,0.406660602,2.64712908,0.4,599,26.71920588,17.9,688,6.36,18.85908089,0.952745565,4.29,1.025082395,22.63537708,305,15.47254399,136.5889906,31.94293628,78,6.1744,1.649049105,0.705824903,44.46586162,7.12435258,22.41833094,11.30731642,33.57599774,11.41500991,5.938178241,1.854839659,2.803036715,41.10512129,0.029883139,15.81434546,0.062893082,3.326446168,1.566761151,1.620623653,2.345130692,5.037009183,56.13090909,0.160558664,2.064491547,5.0411878,0.23386172,0.571056274,36.33165813,115,0,42.9,129.5
57.3,1.72,16.94,8.5,5.7075,1.68,0.1664,2.7798,4.14,0.82,160.6749435,122.5602787,14.92,58.14,9.98,2.531499358,7.38,0.898989564,4.16,0.66,1.85,0.24,1.24,0.2,1106.593012,20.28160768,63.48,942.17,7.69,56.62894696,3.92,5.186081567,1.502813002,8.813703054,340.0469428,13.95746357,120.4067873,27.48775065,54.410809,6.9198,7.922199563,2.792133043,67.50295247,45.66850561,54.56140507,88.02458794,98.83893444,16.7662716,16.09969374,3.35483871,8.048387097,34.07283996,0.057365264,46.88709677,0.026007802,6.0429272,2.866636655,4.182323844,5.951612903,7.824891114,41.58533654,0.255703672,1.969394404,3.898330719,0.228290707,0.451891544,33.18302484,162.6,2,51,126
