SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,U,Pb,Zr,Sc,V,Ni,Cr,A,La/Y,Nb/Y,Ba/Sc,Nb/Yb,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V,Predicted_Crustal_Thickness,Age,Age error,Lat,Lon
71.29,0.3084,15.69,1.41,1.91,0.6278,0.02,4.1448,4.49,0.08,38.7,69.39401735,7.279870559,24.69243192,3.719073099,1.13,2.866194387,0.33,1.62,0.3,0.81,0.12,0.73,0.12352694,605.403919,8.585784921,116,1404.863517,4.510730632,9.2,1,9.1,1.7,26.3,159.6607394,2.646670966,23.48160053,4.6,7,8.6348,4.507450438,1.071538605,530.803993,12.60273973,70.51235555,36.01352523,95.06029774,18.59593979,10.40581859,2.219178082,5.094620684,42.9302504,0.191607613,33.82524921,0.027385129,8.082431366,2.875966746,12.46575342,3.926293681,59.82826917,431.74,1.059891447,1.738032441,2.644831976,0.19589806,0.298105744,57.39197298,131.3,4,31,115.5
71.43,0.3203,15.3436,1.85,1.5937,0.5655,0.0392,4.74,3.9782,0.1247,73.1,111.2,12.0216409,42.17134759,6.2168,1.128366568,3.383170984,0.42,1.847643934,0.326667986,0.85,0.14,0.73,0.136200304,662,8.64,176.1560063,1363.113715,6.249487644,18.03140403,1.7,12.6,2.454262647,31.3,216,4.338612459,25.71504459,5.2,6,8.7182,8.460648148,2.086968059,314.1819482,24.70055347,76.62037037,68.02554766,152.3287671,25,11.75846094,2.531019088,8.516164384,34.74456312,0.266096686,57.7689693,0.021793835,12.87037037,4.880943008,17.26027397,4.6344808,53.00841343,222.4030612,1.458333333,1.198539867,1.382930616,0.202216254,0.233326447,57.38021215,131.3,4,31,115.5
72.64,0.26,14.7,1.68,1.8474,0.64,0.02,4.23,3.84,0.0933,37.4,66.8,6.96,23,3.362225876,0.76,2.003536956,0.238423331,0.908363194,0.150015455,0.400929265,0.055134741,0.374705631,0.061991898,749,4.519504978,118.1535179,1744.013336,4.062737786,8.096067157,0.553609617,9.7,1.533350919,30.9,160.5215369,3.049336945,25.6,9.37807624,18.6,8.07,8.275242572,1.791361487,571.9319863,21.60647315,165.7261146,67.80456164,178.273275,35.51750417,11.12358342,2.424204813,8.972979315,47.7426392,0.157748355,61.38151684,0.015258651,14.78037978,5.089052919,25.88698754,5.346962496,68.12552094,403.5,2.146252753,3.075447682,6.099686698,0.366331103,0.7265625,62.39116897,131.3,4,31,115.5
72.5823,0.16,15.0818,1.58,2.03,0.55,0.05,4.0925,3.93,0.0788,18.24323202,31,3.5,11.2,1.811638766,0.59,1.25,0.18,0.930059036,0.18,0.47,0.07,0.469833847,0.08363909,459.1145073,4.923645242,96,899,3.172280774,4.7,0.382301709,6.5,1.37841234,25.32487657,104,2.413101752,26.3,2.249771704,5.688218695,8.0225,3.705228773,0.954577304,372.5495617,10.00353642,93.2468699,26.37758379,65.98077213,21.12256162,10.07001636,1.979548817,3.855913697,57.40658786,0.209098163,23.83821445,0.026365601,6.296148174,2.274737405,13.83467803,2.660515005,34.18250951,160.45,1.320160101,0.932315308,2.357222894,0.08554265,0.21628208,53.68134748,131.3,4,31,115.5
71.1058,0.28,13.93,1.84,2.41,0.9751,0.05,2.86,3.98,0.0927,24,41.9,4.45,13.82294007,1.92,0.669705713,1.37,0.15,0.922953346,0.18,0.48,0.08,0.52,0.09,520.8992655,4.88,67.77279328,932,3.168595063,6.073157799,0.4283376,6.9,1.589419086,20.92598426,121,2.863591597,30.6,1.1,9.436138873,6.84,4.918032787,1.244499549,325.4654054,11.67914961,106.7416528,31.35345667,80.57692308,24.79508197,12.5,1.774910281,3.692307692,63.02083333,0.130107293,26.58257706,0.028403756,8.586065574,2.832569686,13.26923077,2.634615385,30.45751634,136.8,1.413934426,0.384132989,3.29521112,0.035947712,0.308370551,47.29499337,131.3,4,31,115.5
73.04,0.21,14.82,1.37,1.74,0.22,0.03,4.33,4.09,0.0776,35.22525022,64.5,6.539538978,21.02597934,2.9,0.77088854,1.958692769,0.236121016,1.23,0.217592497,0.543414888,0.08,0.52375118,0.080824921,719.5232104,6.274758297,33.1,1823.989966,4.121059061,6.5,0.452684557,5.654463864,1.396164771,27.2,155,1.70523858,17.58102982,1.3,5.294055627,8.42,5.613801927,1.035896475,1069.639162,12.41047323,114.6694703,45.68846869,123.1500805,24.70214671,12.14663801,2.348443396,5.536980365,53.44827586,0.046002686,40.14497751,0.019612658,10.2792804,3.35088275,10.79608807,3.739739105,103.747618,280.6666667,0.90114449,0.762356667,3.10458354,0.073943336,0.301123181,55.10634052,131.3,4,31,115.5
74.16,0.24,13.75,1.17,1.1609,0.2741,0.01,4.96,3.69,0.0565,23.74006796,45.21405124,4.826820998,15.3430412,2.560165623,0.521499007,2.12,0.304954493,1.64,0.289491495,0.77,0.11,0.679471363,0.09,337.3097029,7.836993562,93,1375.175801,3.057024338,7.93037477,0.596226011,6.4,1.332013223,24.7,92,2.183866997,18.60054145,3.228247699,6.064588756,8.65,3.029231525,1.011915438,629.6975974,11.67138926,43.0407018,23.73495049,66.54298283,11.73919556,9.272864125,2.413641088,3.767878622,35.93517512,0.275711013,22.5808504,0.029440394,5.769310754,1.957771316,9.419087174,3.120072626,73.93203067,865,0.816639691,1.478225415,2.776995469,0.173556652,0.326043668,51.14053909,131.3,4,31,115.5
71.077,0.4,15.02,2.38,1.6028,0.5905,0.04,4.4521,4.25,0.1268,70.6,127.7068797,12.79255735,43.3,5.679289615,1.3,3.2152,0.317280347,1.813500734,0.35,0.51659759,0.057609544,0.393269153,0.06,729.5812576,7.87,102,2050.453076,5.287077341,7.4,0.463043068,10.1,0.910161324,25.6,201.5533954,3.066017084,25.51402503,4.4,7.0421127,8.7021,8.970775095,0.940279543,668.7676617,18.81662964,92.70409881,121.9529607,324.7314943,25.61034249,12.4311322,4.611347522,14.44122828,35.48919127,0.139806223,110.1027113,0.011348425,16.22704952,5.501905972,25.68215667,8.175571299,80.36572331,217.5525,1.283354511,1.435086589,2.296827613,0.17245417,0.276009477,56.81289223,131.3,4,31,115.5
65.89,0.7443,17.16,3.08,2.1581,0.91,0.06,4.75,4.7624,0.258,74.95828279,141.6493,15.9,52.1,7.69,1.695299015,5.12,0.64,2.57,0.462541244,1.16,0.169828371,0.97,0.181724165,906.3980884,12.1315172,129,1632.325814,8.4,15.91605268,0.81,12.10519007,1.11,30.4,306.035831,6.649415303,55.77976296,12.85307828,26.62136434,9.5124,6.178805301,1.311958959,245.4841125,16.40830173,74.71432249,52.49590469,146.0302062,25.22650926,9.747501013,2.649484536,7.927835052,39.79659701,0.142321571,53.71134021,0.021633829,11.67614056,4.294598865,12.47957739,5.278350515,29.26376391,158.54,0.997829857,1.932963681,4.003564694,0.230425473,0.47725847,61.01718901,131.3,4,31,115.5
65.5556,0.6023,17.37,2.87,2.0531,0.9856,0.0452,4.6307,4.72,0.21,75,135.1399981,13.51136424,46.4,6.49,1.602844363,4.237171966,0.5,2.25,0.380652744,0.94,0.13,0.765485848,0.13,955,9.621872061,98,2285,6.065490474,13.71616292,0.856341586,11.31245752,1.327389674,30.5,230,4.375832099,44.8,10.49555482,23.25295947,9.3507,7.794740932,1.425519154,522.1863975,17.91824494,99.25303454,66.55820904,176.5414716,23.90387219,11.55624037,2.939309728,8.478275617,35.43913713,0.102617801,60.6150984,0.021432727,14.04508366,4.82234639,14.77814064,5.535271458,51.00446429,206.8738938,1.175702342,2.398527773,5.313951483,0.234275777,0.519039274,58.54252634,131.3,4,31,115.5
71.09,0.38,15.5182,2.0338,2.13,0.79,0.03,4.2839,4.2878,0.1345,51.8,88.9,9.281899649,30.5,4.743755613,1.2434153,2.98,0.3861,1.784948237,0.32,0.73,0.11,0.7,0.108341255,626,8.57,105,1518,5.45,10.75993,0.879751431,10.71868549,1.562308309,24.1134177,205,2.83698241,26.05221088,4.10597499,6.113237657,8.5717,6.044340723,1.255534422,535.075577,15.37132857,73.04550758,50.27004219,127,23.92065344,10.91961817,2.549926053,6.776793733,43.21470512,0.167731629,43.57142857,0.019879129,10.37339557,3.558926488,15.31240784,4.257142857,58.26760757,285.7233333,1.250721761,1.447303648,2.154838054,0.157605625,0.234653315,55.46138664,131.3,4,31,115.5
69.37,0.4533,16.073,2.29,2.07,0.37,0.0489,4.72,4.4276,0.1533,67.5,120,12.7,43.66304405,6.0612,1.35,3.528881477,0.42,2.5,0.51,1.224072741,0.18,1.155790735,0.17,764,12.64,91,1857.21476,6.7,9,1.07,11.1,0.86,25.3,233.7751,4,37.5,8.087762143,13.51572411,9.1476,5.340189873,0.712025316,464.30369,7.786876748,60.44303797,39.67364419,103.8250233,18.49486551,11.13640863,2.163021319,5.244201927,38.56911173,0.119109948,37.77763805,0.025373134,9.493670886,3.454354751,9.603814656,3.053218347,49.52572693,187.0674847,0.878164557,2.021940536,3.378931028,0.215673657,0.36041931,54.47278666,131.3,4,31,115.5
71.24,0.3479,15.292,2.47,1.97,0.55,0.04,4.29,4.4176,0.1272,62.4,114,11.8,41.28751121,6.02074,1.210859087,3.197993859,0.388279512,1.868151952,0.34,0.790474983,0.109056714,0.681333722,0.109441257,723,8.82,86,1858.251934,4.946566777,7.5,0.49,11.18028593,1.413897499,23.9,189.0671206,3.837906322,27.30702679,6,19.2,8.7076,7.074829932,0.850340136,484.1837653,11.00782151,81.97278912,62.21602138,167.3188869,21.43618147,10.3641745,2.741904432,8.836697503,31.40263831,0.118948824,60.59807386,0.02212469,12.92517007,4.68112372,16.40941226,4.693726078,68.05032083,217.69,1.267606115,1.563352385,5.00272763,0.219723665,0.703115727,57.30240997,131.3,4,31,115.5
67.1858,0.6322,16.45,3.3564,2.35,1.17,0.03,4.62,4.3716,0.2606,75.66074003,139,15.3,50.1,7.37,1.74,4.66491416,0.51,2.559315061,0.445139715,1.17,0.17,1.01,0.167516278,827,13.14,104,1761.840267,7.6,12.05452628,0.853942951,12.7,2.23,24.71370504,237,5.033121474,51.20560067,8.1,10.34538157,8.9916,5.758047186,0.91739165,350.0492241,11.93517453,62.93759513,50.88933093,137.6237624,18.03652968,10.26604342,2.533975308,7.297029703,32.15739484,0.125755744,49.6039604,0.022041616,10.57838661,3.812785388,12.57425743,4.618726891,34.40717898,299.72,0.96651446,1.609339262,2.055460339,0.158185821,0.202036133,56.9858985,131.3,4,31,115.5
69.93,0.43,15.45,2.3788,1.5073,0.35,0.0463,4.2455,4.3755,0.1345,50.22645394,88.2959221,10.1,31.7,5.01322867,1.28,3.74,0.44,2.172439431,0.415436194,1.143653595,0.16,1.23,0.17987315,528,11.76,136,1338.61704,3.963897004,12.3,1.015201812,14.24702127,2.585176053,26.26834299,142,4.15298,47.1,12.2,25.20516104,8.621,4.270956968,1.045918367,322.3268689,10,44.89795918,27.73990287,71.78530252,12.07482993,10.01878375,1.76621092,4.075795667,28.32505943,0.257575758,25.77235772,0.045377857,7.508156641,2.695578231,11.58294412,3.040650407,28.42074395,186.1987041,1.211481401,2.937649591,6.069174675,0.259023355,0.535141423,56.36752793,131.3,4,31,115.5
67.5735,0.58,16.06,3.4333,2.63,1.6,0.0581,3.84,3.9822,0.2544,71.2,128.573732,12.4,41.99704024,5.88,1.388289286,3.34667303,0.4,2.331451296,0.49,1.184237204,0.155618767,1.15,0.13,840.3022,13.21,105,1463.196426,6.054732081,13.48551769,1.040780966,17.1,2.939875407,26.4,219,6.450402501,63.88597249,15.85655683,28.71342442,7.8222,5.38985617,1.020856752,226.8380036,11.72653712,63.61106737,42.05907173,111.8032452,16.57834974,12.10884354,2.027348953,5.113043478,37.24489796,0.124955046,36.51916543,0.02147081,9.733060712,3.179185484,14.86956522,2.910150461,22.90325042,134.6333907,1.294473883,2.458227502,4.451415926,0.248200915,0.449448029,53.05940352,131.3,4,31,115.5
62.96,0.6561,16.62,4.431,3.26,1.28,0.0673,4.3105,5.33,0.33,61.3,102,12.1,42.6,6.595697956,1.566243607,4.954578261,0.619,2.92,0.502943842,1.22,0.175,1.31,0.216,893.9324072,13.07923187,93,1694.402323,5.83764,12.6,0.751921871,12.3,1.782017676,24.8,229.068358,6.634699284,61.50766473,9.261446643,15.71624644,9.6405,4.686819578,0.963359326,255.3849467,9.618320611,68.34746995,31.78825651,77.86259542,17.51389992,9.293936807,2.229007634,5.034883936,34.72996482,0.104034711,32.51908397,0.037001254,7.798623116,3.257072007,9.389312977,3.78212081,27.54782401,143.2466568,0.940422199,1.395910537,2.368795595,0.150573862,0.255516878,53.42193559,131.3,4,31,115.5
71.87,0.13,15.59,1.11,1.516,0.52,0.01,4.66,4.78,0.05,17.31063356,30.69259953,3.072556136,8.25,1.706498441,0.52,0.61,0.05,0.291828665,0.039,0.09,0.01,0.119509027,0.01,731,0.84,87.5,1641.957555,2.448228338,2.5,0.170062583,3.1,1.032513181,39.25758013,101,1.513565119,14.1,33.46126453,15.5,9.44,20.6078971,2.976190476,1084.827824,20.91892188,870.2380952,98.39879557,256.8224368,120.2380952,10.14394924,2.441896418,14.27924303,59.1855214,0.119699042,69.03244221,0.004084586,36.53880896,9.821428571,25.93946313,5.104216939,116.4508904,944,3.69047619,22.1075817,10.24072226,2.373139328,1.09929078,55.66254579,129,3,31,116
72.5821,0.3,15.28,1.3825,1.3788,0.44,0.0238,4.5219,4.1692,0.18,23.92556588,45.18223913,5.01,16.57,2.17,0.552729613,0.903,0.099,0.414608665,0.067420448,0.133145936,0.016,0.159522093,0.017,256.0083843,1.37,674.1594588,1718,2.966829987,3.02,15.38273089,7.04,17.03522059,36,108.4848636,2.087110569,15.8,1.89,2.13,8.6911,17.4639167,2.204379562,823.1475733,18.93154699,186.8674338,101.8870315,283.2349945,79.18603182,11.0256064,2.599067359,13.60313145,49.9930247,2.633349141,103.8727595,0.005730022,32.97973659,12.09489051,44.13181816,5.660657925,108.7341772,365.1722689,5.138686131,0.905558157,1.020549669,0.119620253,0.134810127,60.65767218,129,3,31,116
72.71,0.1134,15.26,0.88,1.2668,0.27,0.0177,3.81,5.59,0.0437,4.014299789,8.18,0.968,3.351016312,0.534,0.412,0.424578021,0.031,0.202083103,0.017,0.044,0.007,0.042,0.023425174,597.464251,0.974301487,104,1103,2.05,4.41416324,0.079,2.292524745,0.94459846,47.2,53.6,0.47,10.1841621,1.461995809,2.75,9.4,4.120182349,4.530592736,2346.808511,105.0991248,613.2231747,64.92889954,194.7619048,55.01377214,7.517415335,4.811502452,12.71428571,100.3745318,0.174068992,79.78610267,0.011426914,8.395758509,3.439403877,54.5839225,10.1090005,108.3054246,531.0734463,2.352993171,3.110629381,5.85106383,0.143555827,0.270027124,55.45051119,129,3,31,116
71.7,0.12,15.5539,0.85,1.3038,0.1902,0.0177,4.6874,4.85,0.03,4.505153922,10.4,1.19,4.03,0.475128317,0.339417794,0.438329055,0.032,0.109,0.014,0.037,0.005,0.078391238,0.026163833,526.9616655,1.059070646,81.4,922,0.963722524,2.790910534,0.038,2.389205995,0.812710917,44,36.3,0.44,9.579432994,1.946611083,7.530256253,9.5374,4.25387479,2.635244915,2095.454545,35.60232757,497.5698906,39.04088379,132.6678882,34.27533389,9.481973102,1.390461521,6.060987543,76.40041374,0.154470439,51.40880668,0.02714872,9.819930369,3.805223018,30.47797249,5.591556738,96.24786776,538.8361582,2.255945818,4.424116098,17.11421876,0.203207338,0.7860858,55.84217177,129,3,31,116
73.23,0.1048,14.9757,0.78,1.17,0.25,0.0169,5.5846,5.09,0.03,8.31,17.46803599,1.67,5.93,1.214737196,0.352,0.591048614,0.035,0.164,0.031084717,0.044,0.006,0.046,0.009,567,1.11606196,623.8160238,1076,2.431471554,22.82060099,0.029,2.07,14.98533189,39.1337973,51.9,1.06,6.56,1.89,6.376418008,10.6746,7.445823169,20.44743196,1015.09434,496.1000215,508.0363101,122.721519,379.7399128,46.50279452,6.840985875,3.565217391,26.40733035,42.72529085,1.100204628,128.9130435,0.003701462,15.65149303,5.313325077,45,12.84888291,164.0243902,631.6331361,1.854735735,1.783018868,6.015488687,0.288109756,0.97201494,56.46763762,129,3,31,116
73.3314,0.12,15.09,0.96,1.11,0.2811,0.01,4.26,4.6788,0.02,9.26,16.8,1.697802548,6.76,1.17893823,0.376,0.611102848,0.04367404,0.271253793,0.02811809,0.051,0.007,0.044,0.029093336,589,1.004738318,93.6,1308.99222,2.09,1.04,0.14596119,3.435779301,0.934135589,45.1,54.2,1.291393751,7.05,2.429593711,2.59,8.9388,9.216330097,1.035095389,1013.627501,23.63636364,586.2222924,142.9670119,381.8181818,53.94439431,7.854525169,6.164858932,26.79405068,45.97357064,0.158913413,153.6363636,0.013920256,16.72077167,6.728120028,78.0858932,13.88870109,185.6726553,893.88,3.419576261,1.881373291,2.005585049,0.344623221,0.367375887,57.49262195,129,3,31,116
72.3003,0.22,15.16,1.23,1.0116,0.33,0.0197,5.6492,4.6273,0.1889,18.49,35.37699954,3.5,11.9,1.821856984,0.669,0.529,0.070911001,0.27923,0.03822809,0.054802,0.007,0.096682152,0.008,226.3353,1.115685323,640.4348645,1019.065719,2.53,1.5,16.27560864,4.31,19.39585298,40.6,102.7217254,0.57,10.1,26.42954201,64.87817706,10.2765,16.57277336,1.344465119,1787.834595,15.51475602,202.8666106,129.9176429,365.9103444,92.07051781,10.14898544,2.888123549,18.84377774,56.38297973,2.829584535,123.0837311,0.003162055,31.70876125,10.66608994,44.57906564,5.471537291,100.8975959,521.6497462,3.863096441,46.36761756,113.8213633,2.616786338,6.423581887,60.22671736,129,3,31,116
71.47,0.3493,15.0443,2.2,1.93,0.8,0.04,4.8504,3.5433,0.1257,65.8,117.0553203,10.7,33.27560938,5.27,1.142054533,3.56,0.513401202,2.85,0.544136283,1.51,0.19,1.211257809,0.18,418.2676381,14.75677931,178.5542613,1338,4.974846179,15.0169387,1.367995865,16,3.430028546,27,187.1750669,2.8,24,6.474881406,9,8.3937,4.458967544,1.017629822,477.8571429,12.39780548,28.34410065,36.9034385,96.63947628,12.68400529,12.4857685,2.352926007,4.350849143,35.51709049,0.426889974,27.47194621,0.036182023,7.932308117,2.254937116,13.20940916,2.939093539,55.75,209.8425,1.084247427,2.312457645,3.214285714,0.269786725,0.375,51.55713524,112,7,31,116
74.9234,0.1887,13.19,1.06,0.847,0.2824,0.02,4.8,3.6367,0.04,36.10915228,64.74748319,7.02,24.2,3.41,0.81,1.95,0.24,1.075902885,0.20266838,0.505265516,0.074713759,0.484036677,0.07320523,182,5.725533378,180,809.4755963,3.24,9.242223179,0.32,18.77964303,1.64,28.5,104,1.393851618,9.9,2,2.2,8.4367,6.306687936,1.614211737,580.7473233,19.09405551,31.78743149,50.67765983,133.7656551,18.16424657,10.58919422,2.222771406,7.044920689,30.49853372,0.989010989,49.99621134,0.022594207,11.30855047,4.226680451,38.79797528,4.028620335,81.76521175,421.835,3.279981408,1.434872962,1.578360258,0.202020202,0.222222222,59.12306211,112,7,31,116
59.3671,1.069,14.86,6.1299,5.0021,4.06,0.0902,3.35,4.3,0.7263,450,292.0484724,10.1,37.98978344,6.45,2.220685428,4.34,0.59,3.25,0.61,1.51,0.206677431,1.07,0.188765262,1710.136389,10.9,78.11686756,2191.295213,4.82,26.67603196,1.386669907,9.549962516,0.76,20.99089931,327.117516,11.62645947,99,104.9544785,215.6089735,7.65,41.28440367,2.447342382,188.4748507,24.93087099,156.8932467,285.6973855,272.9424976,30.01078128,69.76744186,3.037383178,6.028037383,50.71589395,0.045678735,35.5044705,0.039162917,26.79343783,3.485301233,8.925198613,4.056074766,22.13429508,84.81152993,0.87614335,9.027208908,18.54468027,1.060146247,2.177868419,46.02965201,121,6,31,116
65.36,0.6347,15.4728,4.2222,3.62,3.0188,0.05,3.3727,4.27,0.2965,51.42187,94.43622656,10.3,34.52732683,5.504332119,1.466910083,3.6,0.514637604,2.71,0.51,1.24,0.15,0.87,0.148874656,1030,3.7,62,1471,6.33,8.3,0.577559703,8.369265209,2.08,20.66756668,150,2.1,86,58,154.1,7.6427,13.8978027,2.243243243,700.4761905,9.540229885,278.3783784,40.15190392,108.5473869,40.54054054,9.342072551,3.114942529,6.326818528,27.2512626,0.060194175,39.68658256,0.023518903,25.52330448,9.331709954,9.619845068,4.137931034,17.10465116,152.854,2.26196357,27.61904762,73.38095238,0.674418605,1.791860465,53.6290268,121,6,31,116
63.9313,0.6,15.03,4.3,4.19,3.24,0.0756,3.51,3.88,0.3004,34.78932212,70.27743488,8.29,30.2,5.66186098,1.55,3.66,0.602165836,3.02,0.6,1.55,0.191460727,1.150080545,0.17,816.7232455,8.1,73,1289.737407,4.84,8.384995015,0.42,1.98,0.737013291,28.3,178.1018399,2.7,103,62,144.4452643,7.39,4.29497804,1.03518457,477.6805211,7.290789372,100.8300303,20.54921517,61.10653309,21.98788147,6.144503061,2.625903041,4.92301257,31.45641345,0.089381563,26.25903041,0.035123967,8.676226528,3.728395062,1.72161855,3.182385804,12.5217224,97.75132275,0.244444444,22.96296296,53.49824604,0.601941748,1.402381207,45.72816452,121,6,31,116
62.66,0.77,16.612,4.77,3.956,2.558,0.0798,3.3355,4.4954,0.4023,64.14706474,122,11.7,44.2,7.271024662,1.75834,5.05,0.652872929,3.783486197,0.77,1.799457419,0.24,1.59035165,0.244583732,1148,17.43001269,59,1801.122886,6.98,11.80335811,0.61,8.334857459,1.17,15.48972566,277.5216593,6.9,86,15.89176049,13,7.8309,3.680264948,0.677185859,261.0323023,7.421854223,65.86340586,27.40066827,76.71259372,15.92205721,8.822286778,2.379024914,4.571960335,38.16816366,0.051393728,27.79259543,0.035040649,6.999421181,2.53585587,5.240889623,3.175398347,20.94328937,98.13157895,0.478189982,2.303153694,1.884057971,0.184787913,0.151162791,44.09291196,129,0.5,31,116
60.8058,0.8407,17.4358,5.6395,3.42,2.3207,0.1008,3.34,4.4568,0.31,66.21151533,134,13.4,49.6,8.613874988,2.33,6.529154464,0.87,4.777640528,0.93,2.32,0.28,1.662747905,0.23,1007,22.91610249,93.28684135,1903,7.13,11.8,0.635033745,7.36,4.42,14.6,308.8247222,5.5,63,11.64536543,9.9,7.7968,2.88930089,0.514921768,346,7.096686133,43.9429,27.05108245,80.58948659,13.47631965,7.686612056,2.873340278,5.180505693,35.85200884,0.092638373,29.83013832,0.032258065,5.847416683,2.164416921,4.426407622,3.926725419,30.20634921,77.34920635,0.321171543,2.117339169,1.8,0.18484707,0.157142857,39.71340675,129,0.5,31,116
71.4989,0.3287,14.9012,1.78,1.53,0.5458,0.0371,5.14,3.56,0.1265,92.7,149,15.24012931,45.7,6.996679897,1.32,5.051739768,0.643355079,3.33,0.569905971,1.587302736,0.26,1.492346991,0.22,368,3.7,149,1443.443676,5.59,17.07328181,1.337899586,16.92682273,3.04,30.36380756,236.2740404,0.3,19,4.591800591,5.4,8.7,25.05405405,4.614400489,4811.47892,11.44055767,99.45945946,42.19757074,99.84273155,63.85784876,13.24914122,2.231384537,4.688373374,33.76945121,0.404891304,30.62290491,0.039355993,40.27027027,12.35135135,11.34241757,3.385097299,75.97071979,234.5013477,4.574816954,15.30600197,18,0.241673715,0.284210526,50.26351078,112,6,31,116
75.16,0.2093,13.53,1.4787,0.8723,0.31,0.0404,4.89,3.65,0.0679,46.40244577,84.1,8.811620574,29.6708512,4.346952658,0.88,3.453818831,0.46356436,2.34,0.48,1.32,0.17,1.068181454,0.15,164.3125193,13.82108058,255.372192,619.9181963,2.21,12.6,0.81,30.5,4.07,45.3,118,2.44077346,11.74913616,2.357077403,1.5,8.54,3.357367429,0.91165086,253.9843236,11.7957487,11.88854362,29.5102826,78.73194174,8.537682659,10.67470695,2.190639045,4.069488982,27.14545321,1.554185847,27.77697655,0.067873303,6.084907726,2.146782303,28.55320122,3.233363412,52.76287447,211.3861386,2.206773908,0.965709207,0.614559288,0.200617081,0.12766896,49.85647302,112,6,31,116
59.8423,0.94,17.4078,6.06,4.73,2.29,0.08,3.12,4.33,0.5191,76.8,143.0160755,17.18947299,56.4,9.42,2.532910989,7.604035643,2.604657784,5.58,0.924825789,2.74,0.273607468,1.71589332,0.25,900,17.8,62.86760416,2109,8.04,34.43330808,0.69,8.316542628,0.89,15.35109131,327,12.92756922,114.3714023,13,21.3,7.45,4.314606742,1.93445551,163.1397182,20.06727789,50.56179775,30.40524215,83.3478829,18.37078652,8.152866242,3.251950418,5.489851782,34.7133758,0.069852894,32.86917627,0.031094527,8.034610983,3.168539326,4.846771376,4.431531701,18.4399243,93.125,0.467221496,1.005602815,1.647641536,0.113664778,0.186235366,38.5624361,118,3,31,116
60.8573,0.85,16.4,5.44,4.69,3.1714,0.1014,3.4028,4.1733,0.4733,56.5,120,13.51642335,47.5,8.44,2.160840466,6.22,0.88,4.992766719,0.98,2.380905148,0.31,1.89,0.26,836,24.7,76,1921,5.552010409,11.5,0.49,6.82,1.479223358,15.6193013,255.372691,12.9,112,27.3829309,18.8,7.5761,2.287449393,0.465587045,148.9147287,6.084656085,33.84615385,20.3078606,63.49206349,10.33897534,6.694312796,2.641675513,4.465608466,30.25742784,0.090909091,25.13227513,0.046829883,4.858299595,1.923076923,3.608465608,3.291005291,17.15178571,74.71499014,0.27611336,2.122707822,1.457364341,0.244490454,0.167857143,34.97847157,118,3,31,116
69.97,0.45,15.31,2.6107,1.5,0.66,0.05,5.38,4.42,0.11,93.4,185,17,64.94700952,10.89,1.519743493,8.863977648,1.311091528,5.51808986,0.941632063,4.34,0.556991369,3.66,0.595467463,243.5807288,10.7,193,852.2304094,10.13874039,25.34708347,1.634002302,5.4,2.86,27.7,418.9818855,5.02566597,33,4.523056983,3.9,9.8,8.728971963,2.368886306,169.5756173,6.925432642,22.76455409,17.33577736,50.54644809,39.15718556,8.576675849,1.507674825,2.975409836,38.47400234,0.792345113,17.74508457,0.058731898,17.28971963,6.069813974,1.475409836,2.421851816,25.82516392,196,0.504672897,0.899991565,0.776016556,0.137062333,0.118181818,40.92519963,118,3,31,116
62.8599,0.3,16.6901,3.5059,3.5735,2.0944,0.0879,3.7023,3.95,0.2148,84.42757019,159,13,45.659282,6.18,1.01,4.32,0.678239095,3.707001572,0.74,1.878145204,0.25,1.58,0.257865554,572.4409994,25.9,102.3712744,1801,5.98,19.3,0.87,15.5,3.862096495,15.7,260.4791945,9.693421525,117,38,56.8,7.6523,3.259751745,0.745173745,185.7961088,12.21518987,22.10196909,36.29984191,100.6329114,10.05711176,13.66141912,2.346203527,3.911392405,42.14873697,0.178832883,28.89827975,0.04312133,6.138996139,1.762906641,9.810126582,2.734177215,15.39316239,87.05688282,0.598455598,3.920184416,5.859644074,0.324786325,0.485470085,39.93454176,118,3,31,116
58.9072,0.97,15.92,6.3304,4.69,2.99,0.1,3.97,4.06,0.5508,80,149.3683933,15,54.34617231,8.901174811,2.19,6.718027833,0.884698489,4.77008622,0.894243285,2.425949886,0.36,2.22,0.3,775,26.5,117,1399.854595,6.951386708,15.6,0.891402472,14.54339321,2.216037966,23.08634255,298.4722764,14.22244454,123.155942,63.74114039,140.1252599,8.03,3.018867925,0.588679245,98.42573765,7.027027027,29.24528302,24.48017638,67.28306005,11.26310477,8.987577674,2.148687486,4.009538203,33.53178459,0.150967742,24.4802578,0.043156857,5.636543143,2.050798955,6.551078023,3.026138664,11.36652095,80.3,0.548807291,4.481728877,9.852403327,0.517564474,1.137787245,44.12384813,124,0.8,31,116
